"MSSubClass","LotFrontage","LotArea","Street","Alley","Utilities","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrArea","AgeBuilt","AgeRemodAdd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageAge","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","MiscFeaturePres","MoSold","YrSold","MSZoning.C..all.","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.BlmCCC","Neighborhood.BlMiNAmNpkSaSW","Neighborhood.GNwSaW","Neighborhood.NoNri","Neighborhood.STV","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","MasVnrType.BrkFace","MasVnrType.Others","MasVnrType.Stone","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageType.None","PavedDrive.N","PavedDrive.P","PavedDrive.Y","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","Fence.None","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial","TotalSqFeet","TotalPorchSF","PoolArea","PoolQC","SalePrice"
1,70,7560,1,1,1,1,1,1,5,6,0,1,1,0,0,63,56,4,5,5,5,4,4,504,7,0,525,1,5,1,1339,0,0,0,0,1,0,1,1,4,6,0,4,52,4,1,294,6,6,0,1,5,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1339,0,0,1,11.8422292121128
0,101,14215,1,1,1,1,1,0,8,5,1,1,1,1,380,16,15,3,5,1,5,1,7,0,7,0,1158,1,1,1,1158,1218,0,0,0,3,1,1,1,3,9,1,3,5,3,3,853,6,6,240,1,11,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2376,154,0,1,12.6925031124614
1,57,7449,1,0,1,1,1,0,7,7,1,1,0,0,0,91,71,4,5,5,5,4,7,0,7,0,637,1,1,1,1108,0,0,0,0,1,0,1,1,3,6,1,3,80,4,1,280,6,6,0,1,6,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1108,205,0,1,11.8451027773086
1,75,9742,1,1,1,1,1,1,8,5,0,1,1,1,281,19,19,3,5,3,5,4,7,0,7,0,1777,1,1,1,1795,0,0,0,0,2,0,1,1,3,7,1,3,8,3,2,534,6,6,171,1,9,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1795,159,0,1,12.3458345879053
1,72,8246,1,1,1,1,1,1,5,8,1,1,0,0,0,53,20,4,3,5,5,3,6,188,1,668,204,1,1,1,1060,0,0,1,0,1,0,1,1,3,6,1,6,42,4,1,270,6,6,406,1,5,2010,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1060,90,0,1,11.9447078813958
1,60,7200,1,1,1,1,1,1,5,7,1,1,0,0,0,70,21,4,5,5,5,3,2,234,6,486,180,1,5,1,900,0,0,0,1,1,0,1,1,3,5,0,4,5,4,2,576,6,6,222,1,5,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,900,32,0,1,11.8115474774603
1,98,11478,1,1,1,1,1,1,8,5,1,1,1,1,200,14,13,3,5,1,5,4,3,1218,7,0,486,1,1,1,1704,0,0,1,0,2,0,1,1,3,7,1,3,2,3,3,772,6,6,0,1,5,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1704,50,0,1,12.6313403809345
1,47,16321,1,1,1,1,1,1,5,6,1,1,0,0,0,64,24,4,5,5,5,2,2,1277,7,0,207,1,5,1,1600,0,0,1,0,1,0,1,1,4,6,2,3,53,3,1,319,6,6,288,1,12,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1600,258,0,1,12.2428866186529
1,60,6324,1,1,1,0,0,1,4,6,1,1,0,0,0,94,71,4,5,5,5,4,7,0,7,0,520,1,2,0,520,0,0,0,0,1,0,1,1,2,4,0,4,90,4,1,240,3,6,49,1,5,2008,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,520,87,0,1,11.1345890242503
1,72,8544,1,1,1,1,1,1,5,6,1,1,0,0,0,55,15,4,5,5,5,4,7,0,7,0,1228,1,3,1,1228,0,0,0,0,1,1,1,1,3,6,0,4,44,4,1,271,6,6,0,1,6,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1228,65,0,1,11.9140478236443
1,85,11049,1,1,1,1,1,1,8,5,1,1,1,1,0,14,14,3,5,1,5,1,7,0,7,0,1234,1,1,1,1234,0,0,0,0,2,0,1,1,3,7,0,4,3,3,2,484,6,6,0,1,1,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1234,30,0,1,12.1001564199386
0,60,7313,1,1,1,1,1,1,9,5,0,1,0,0,246,16,16,1,5,1,5,4,3,1153,7,0,408,1,1,1,1561,0,0,1,0,2,0,1,1,1,6,1,3,5,1,2,556,6,6,203,1,8,2007,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1561,47,0,1,12.5335762121686
0,108,13418,1,1,1,1,1,0,8,5,1,1,1,1,132,17,16,3,5,1,5,1,7,0,7,0,1117,1,1,1,1132,1320,0,0,0,3,1,1,1,3,9,1,3,6,1,3,691,6,6,113,1,9,2006,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2452,32,0,1,12.6410965558799
1,115,16905,1,1,1,1,1,1,5,6,1,1,1,1,0,62,62,4,3,5,5,2,2,967,7,0,383,1,3,1,1328,0,0,0,1,1,1,1,1,4,5,2,3,51,3,1,308,6,6,0,1,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1328,104,0,1,12.0435537160324
1,67,9180,1,1,1,1,1,0,5,7,1,1,0,0,0,38,38,4,5,3,5,1,1,747,4,93,0,1,3,1,884,0,0,1,0,1,0,1,1,3,5,0,4,27,3,2,504,6,3,240,1,12,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,884,0,0,1,11.8775685785581
1,70,9200,1,1,1,1,1,1,5,6,0,1,1,1,0,46,41,4,5,3,5,1,4,280,2,491,167,1,5,1,938,0,0,1,0,1,0,1,1,4,5,0,4,33,4,1,308,6,6,145,1,7,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,938,0,0,1,11.7772109596156
1,70,7945,1,1,1,1,1,1,5,6,1,1,1,0,0,62,62,4,5,5,5,4,1,179,2,506,465,1,1,1,1150,0,0,1,0,1,0,1,1,4,6,0,4,51,3,1,300,6,6,0,1,5,2006,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1150,0,0,1,11.8565151693603
0,61,7658,1,1,1,1,1,1,9,5,0,1,0,0,412,16,16,1,5,1,5,4,3,456,7,0,1296,1,1,1,1752,0,0,1,0,2,0,1,1,1,6,1,3,5,3,2,576,6,6,196,1,2,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1752,82,0,1,12.6757637259376
1,48,12822,1,1,1,1,1,0,7,5,1,1,1,1,0,18,18,3,5,1,5,4,3,1351,7,0,83,1,1,1,1518,631,0,1,0,1,1,1,1,3,6,1,1,7,3,2,670,6,6,168,1,8,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2149,241,0,1,12.3870850123755
1,66,7742,1,1,1,1,1,1,5,7,1,1,0,0,0,55,55,4,5,5,5,4,2,763,7,0,192,1,1,1,955,0,0,1,0,1,0,1,1,4,6,0,4,44,4,1,386,6,6,0,1,1,2007,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,955,0,0,1,11.7519423654407
0,64,13869,1,1,1,1,1,0,6,6,1,1,1,1,0,24,24,4,5,3,5,1,3,182,7,0,612,1,3,1,794,676,0,0,1,2,0,1,1,4,6,0,4,13,1,2,388,6,6,0,1,7,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1470,75,0,1,12.083905011556
1,52,6240,1,1,1,1,1,0,6,6,1,1,0,0,0,87,71,4,5,5,5,4,7,0,7,0,816,1,5,1,816,0,360,0,0,1,0,1,1,4,6,1,3,25,4,2,528,6,6,112,0,9,2006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1176,0,0,1,11.6483301019764
1,110,8472,0,1,1,1,1,1,5,5,1,1,0,0,0,58,58,2,5,3,5,2,4,104,3,712,0,1,5,0,816,0,0,1,0,1,0,1,1,4,5,0,4,47,4,2,516,6,6,106,1,5,2010,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,816,0,0,1,11.6082356447746
1,68,50271,1,1,1,1,1,1,9,5,1,0,0,0,0,40,34,3,5,1,5,2,3,1810,7,0,32,1,3,1,1842,0,0,2,0,0,1,0,1,3,5,1,3,29,1,3,894,6,6,857,1,11,2006,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1842,72,0,1,12.8609986132699
1,60,7134,1,1,1,1,1,0,5,5,1,1,0,0,0,66,66,4,5,5,5,4,1,384,7,0,0,1,5,1,1360,0,0,0,0,1,0,1,1,4,6,1,6,48,4,2,572,6,6,0,1,2,2007,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1360,50,0,1,11.7752897294377
1,100,10175,1,1,1,1,1,1,6,5,1,1,0,0,272,57,57,4,5,5,5,4,2,490,7,0,935,1,3,1,1425,0,0,0,0,2,0,1,1,4,7,1,3,46,3,2,576,6,6,0,1,7,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1425,407,0,1,12.1034860567551
1,24,2645,1,0,1,1,1,0,8,5,1,1,0,0,456,22,21,3,5,3,5,4,3,649,7,0,321,1,1,1,983,756,0,1,0,2,1,1,1,3,7,0,4,11,1,2,480,6,6,115,1,8,2009,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1739,0,0,1,12.0581525154536
