"MSSubClass","LotFrontage","LotArea","Street","Alley","Utilities","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrArea","AgeBuilt","AgeRemodAdd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageAge","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","MiscFeaturePres","MoSold","YrSold","MSZoning.C..all.","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.BlmCCC","Neighborhood.BlMiNAmNpkSaSW","Neighborhood.GNwSaW","Neighborhood.NoNri","Neighborhood.STV","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","MasVnrType.BrkFace","MasVnrType.Others","MasVnrType.Stone","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageType.None","PavedDrive.N","PavedDrive.P","PavedDrive.Y","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","Fence.None","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial","TotalSqFeet","TotalPorchSF","PoolArea","PoolQC","SalePrice"
1,51,6171,1,1,1,1,1,0,6,6,1,1,0,0,0,96,31,4,5,5,5,4,2,264,7,0,712,1,1,1,1160,448,0,0,0,2,1,1,1,3,7,1,3,85,4,1,216,3,6,147,1,10,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1608,16,0,1,11.8310154935934
0,106,11194,1,1,1,1,1,0,8,5,1,1,1,1,40,21,21,3,5,3,5,4,7,0,7,0,1406,1,1,1,1454,482,0,0,0,2,1,1,1,3,7,1,6,10,3,2,504,6,6,188,1,11,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1936,124,0,1,12.3480061414188
0,80,10041,1,1,1,1,1,0,8,5,1,1,0,0,0,29,29,3,5,3,5,3,3,789,7,0,119,1,1,1,927,988,0,1,0,2,1,1,1,3,8,1,6,18,1,2,506,6,6,120,1,2,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1915,150,0,1,12.3013828253345
1,72,7162,1,1,1,1,1,1,5,7,1,1,0,0,41,55,55,4,5,5,5,4,7,0,7,0,876,1,5,1,904,0,0,0,0,1,0,1,1,4,6,0,4,44,4,1,408,6,6,0,1,12,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,904,0,0,1,11.6073261403917
1,75,9825,1,1,1,1,1,1,5,5,0,1,0,0,0,56,56,4,5,4,3,5,5,0,5,0,0,1,5,0,1664,0,0,0,0,2,0,1,1,4,8,0,4,0,2,0,0,1,4,0,1,5,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1664,0,0,1,11.5129254649702
1,93,12085,1,1,1,1,1,1,8,5,0,1,1,1,328,14,14,3,5,1,5,4,3,1004,7,0,730,1,1,1,1734,0,0,1,0,2,0,1,1,1,7,1,3,3,3,3,928,6,6,0,1,11,2007,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1734,0,0,1,12.6698066617623
0,74,11075,1,1,1,1,1,0,5,4,1,1,0,0,232,52,52,4,5,5,5,1,1,562,4,193,29,1,1,1,1168,800,0,0,1,2,1,1,1,4,7,1,5,41,3,2,530,6,6,305,0,9,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1968,189,0,1,12.0552497557956
1,73,17600,1,1,1,1,1,1,6,5,1,1,0,0,30,61,61,4,5,5,5,4,2,1270,7,0,208,1,1,1,1478,0,0,1,0,2,0,1,1,4,6,2,3,50,4,2,498,6,6,0,1,12,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1478,40,0,1,11.9671807372478
0,60,5814,1,1,1,1,1,1,8,5,1,1,0,0,0,37,37,3,5,3,5,1,3,1036,7,0,184,1,3,1,1360,0,0,1,0,1,0,1,1,3,4,1,1,26,3,2,565,6,6,63,1,8,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1360,0,0,1,12.1415341243926
1,45,8212,1,0,1,1,1,1,3,3,1,1,0,0,0,107,71,4,2,5,1,4,6,203,7,0,661,1,5,0,864,0,0,1,0,1,0,1,1,4,5,0,4,72,4,1,200,6,2,0,1,6,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,864,96,0,1,10.9767820332199
1,60,12155,1,1,1,1,1,0,6,8,1,1,0,0,0,96,71,4,5,5,5,4,2,156,7,0,516,1,5,0,810,672,0,0,0,2,0,1,1,2,7,0,4,76,4,1,400,6,6,0,1,3,2008,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1482,254,0,1,11.8493977015914
1,110,14230,1,1,1,1,1,1,8,5,1,1,1,1,640,14,14,3,5,3,5,4,7,0,7,0,1566,1,1,1,1600,0,0,0,0,2,0,1,1,3,7,1,3,3,3,3,890,6,6,0,1,7,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1600,56,0,1,12.4541039123522
0,70,9531,1,1,1,1,1,0,6,5,1,1,1,1,0,23,23,4,5,3,5,3,3,706,7,0,88,1,1,1,882,914,0,1,0,2,1,1,1,4,7,0,4,12,3,2,546,6,6,0,1,5,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1796,36,0,1,12.2596134124582
1,67,5604,1,1,1,1,1,1,5,6,1,1,0,0,0,96,71,4,5,5,5,4,6,468,7,0,396,1,5,0,864,0,0,1,0,1,0,1,1,4,5,0,4,0,2,0,0,1,4,0,1,4,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,864,96,0,1,11.4927227576527
1,84,11670,1,1,1,1,1,1,9,5,0,1,1,1,302,15,15,1,5,1,2,4,7,0,7,0,1905,1,1,1,1905,0,0,0,0,2,0,1,1,1,8,1,3,4,1,3,788,6,6,0,1,3,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1905,191,0,1,12.6760762747759
0,70,4435,1,1,1,1,1,1,6,5,1,1,1,1,170,18,18,3,5,3,5,1,3,685,7,0,163,1,1,1,848,0,0,1,0,1,0,1,1,3,4,0,4,7,1,2,420,6,6,140,1,5,2009,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,848,0,0,1,11.8493977015914
1,58,6380,1,1,1,1,1,0,5,6,1,1,0,0,0,99,71,4,5,5,1,4,7,0,7,0,993,1,5,1,1048,0,0,0,0,1,0,1,1,4,5,1,3,88,4,1,280,6,6,0,1,8,2006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1048,116,0,1,11.6351430976945
0,50,7175,1,1,1,1,1,1,6,5,1,1,0,0,0,37,37,4,5,3,5,4,1,623,4,121,0,1,5,1,752,0,0,1,0,1,0,1,1,4,4,0,4,26,4,1,264,6,6,353,1,2,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,752,90,0,1,11.7360690162844
1,100,12665,1,0,1,0,1,0,5,8,1,1,0,0,0,106,71,4,5,5,5,3,7,0,7,0,876,1,3,1,876,540,0,0,0,1,1,1,1,4,7,1,3,61,4,3,720,6,6,418,1,6,2008,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1416,194,0,1,11.944058319827
0,58,10852,1,1,1,1,1,0,6,5,1,1,1,1,0,21,21,4,5,3,5,4,3,786,7,0,173,1,1,1,959,712,0,1,0,2,1,1,1,4,7,1,6,10,1,2,472,6,6,0,1,2,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1671,38,0,1,12.0610468734799
0,58,17104,1,1,1,1,1,0,7,5,1,1,1,1,0,15,15,3,5,3,2,1,3,554,7,0,100,1,1,1,664,832,0,1,0,2,1,1,1,3,7,1,3,4,3,2,426,6,6,100,1,9,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1496,24,0,1,12.0988492847421
1,21,1526,1,1,1,1,1,0,4,8,1,1,1,1,0,51,19,4,3,3,5,1,3,515,7,0,115,1,5,1,630,0,0,1,0,1,0,1,1,3,3,0,4,40,4,1,286,6,6,0,1,5,2009,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,630,0,0,1,11.3621025752356
1,80,9920,1,1,1,1,1,1,5,5,1,1,0,0,110,67,67,4,5,5,5,4,6,354,4,290,412,1,5,1,1063,0,0,1,0,1,0,1,1,4,6,0,4,56,3,1,280,6,6,0,1,2,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1063,164,0,1,11.7597855429018
0,75,9675,1,1,1,1,1,0,7,5,1,1,1,1,0,16,16,3,5,3,5,3,3,341,7,0,772,1,1,1,1113,858,0,0,0,2,1,1,1,3,8,1,3,5,3,2,689,6,6,0,1,2,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1971,48,0,1,12.4411447677097
1,57,9245,1,1,1,1,1,1,5,5,1,1,1,1,0,27,26,4,5,3,5,4,3,686,7,0,304,1,1,1,990,0,0,0,1,1,0,1,1,4,5,0,4,14,4,2,672,6,6,0,1,2,2008,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,990,0,0,1,11.8844890214027
0,50,8012,1,1,1,1,1,1,6,5,1,1,0,0,0,28,27,3,5,3,5,4,4,165,3,841,598,1,1,1,1617,0,0,1,0,2,0,1,1,3,5,1,2,17,3,2,533,6,6,0,1,7,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1617,69,0,1,12.170445467887
1,24,1300,1,1,1,1,1,0,6,6,1,1,0,0,0,41,41,4,5,3,5,4,1,285,7,0,276,1,5,1,561,668,0,0,0,1,1,1,1,4,5,1,6,30,1,2,462,6,6,150,1,5,2009,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1229,0,0,1,11.7280368445872
1,65,12342,1,1,1,1,1,1,4,5,1,1,1,1,0,81,71,4,5,5,5,4,2,262,7,0,599,1,1,1,861,0,0,0,0,1,0,1,1,4,4,0,4,49,4,2,539,6,6,158,1,3,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,861,0,0,1,11.3205535723228
